site_no,site_name,street_address,city_state_zip,county,media,violation_date,violation,status,resolved_date,document,full_address,latitude,longitude,id
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/03/02,"Required pollution control systems, including sediment and stormwater basins, are not installed and maintained in accordance with approved plans and applicable regulations","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2881321,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,702
35995,Lewis Douglas Edwards,2111 Sparrows Point Rd,"Edgemere, MD, 21219",Baltimore,SWP-Scrap Tire,2023/06/30,There are unpermitted scrap tires present on site.,Returned to Compliance,2024/02/13,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3067221,"2111 Sparrows Point Rd, Edgemere, MD, 21219",39.2320448,-76.4622472,703
29763,Newland Park Municipal Landfill,6948 Brick Kiln Rd,"Salisbury, MD, 21801",Wicomico,SWP-Refuse Disposal,2023/07/05,leachate outbreaks are not controlled,Returned to Compliance,2023/08/31,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3041586,"6948 Brick Kiln Rd, Salisbury, MD, 21801",,,704
103023,"Tires ""R"" Us LLC","6730 Ritchie Hwy, Ste B","Glen Burnie, MD, 21061",Anne Arundel,SWP-Scrap Tire,2024/07/26,Unlic. ST collection,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3304242,"6730 Ritchie Hwy, Ste B, Glen Burnie, MD, 21061",,,705
2744,"Fil-tec, Inc",12129 Mapleville Rd.,"Smithsburg, MD, 21783",Washington,SWP-Hazardous Waste,2024/10/16,Lamps sticking out of boxes,Returned to Compliance,2024/10/01,,"12129 Mapleville Rd., Smithsburg, MD, 21783",,,706
64857,"MANN-PAK, Inc.","9601 Pulaski Park Dr, Ste 401","Middle River, MD, 21220",Baltimore,SWP-Hazardous Waste,2022/07/18,Container used for satellite accumulation not closed [COMAR 26.13.03.05E(3)(a)]\line\line,Returned to Compliance,2022/08/18,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2930574,"9601 Pulaski Park Dr, Ste 401, Middle River, MD, 21220",,,707
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/07/24,"Pollution, public health hazards, and nuisances are not prevented",Returned to Compliance,2025/06/23,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2940960,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,708
173804,NNECHUKS Limited Liability,4670 Addison Rd,"Capitol Heights, MD, 20743",Prince George's,SWP-Scrap Tire,2024/03/01,300 scrap tires stockpiled,"Ongoing, Referred to Enforcement",,,"4670 Addison Rd, Capitol Heights, MD, 20743",38.8705089,-76.894135,709
64857,"MANN-PAK, Inc.","9601 Pulaski Park Dr, Ste 401","Middle River, MD, 21220",Baltimore,SWP-Hazardous Waste,2022/07/18,"Facility has no ""No Smoking"" sign conspicuously displayed where there is hazard for ignitable or reactive wastes  [COMAR 26.13.05.03G]\line\line",Returned to Compliance,2022/08/18,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2930574,"9601 Pulaski Park Dr, Ste 401, Middle River, MD, 21220",,,710
178,Montgomery College - Germantown,20200 Observation Dr,"Germantown, MD, 20876-4098",Montgomery,SWP-Hazardous Waste,2023/03/14,Containers for universal waste lamps were observed not to be properly labeled.,Returned to Compliance,2023/03/06,,"20200 Observation Dr, Germantown, MD, 20876-4098",39.197692,-77.254443,711
154731,"A & A  New and Used Tires, LLC",4483 Nelpine Rd,"Preston, MD, 21655",Caroline,SWP-Scrap Tire,2022/04/28,ST Open Dump,Returned to Compliance,2024/10/24,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2905469,"4483 Nelpine Rd, Preston, MD, 21655",,,712
176424,Excel One Contracting,600 Crain Hwy,"Upper Marlboro, MD, 20774",Prince George's,SWP-Refuse Disposal,2022/09/20,Facility does not have a refuse disposal processing permit,"Ongoing, Referred to Enforcement",,,"600 Crain Hwy, Upper Marlboro, MD, 20774",38.8226489,-76.7358686,713
36648,Howlin Land Clearing Debris Landfill & Outdoor Storage Yard,8580 Nursery Rd,"Lusby, MD, 20657",Calvert,SWP-Refuse Disposal,2023/07/09,Exposed waste due to erosion,Returned to Compliance,2023/12/07,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3041983,"8580 Nursery Rd, Lusby, MD, 20657",,,714
23243,Forty West Municipal Landfill,12630 Earth Care Rd,"Hagerstown, MD, 21740",Washington,SWP-Refuse Disposal,2024/06/18,"Leachate is not collected, stored, treated, and disposed of in accordance with approved plans",Returned to Compliance,2025/01/31,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3156158,"12630 Earth Care Rd, Hagerstown, MD, 21740",,,715
172479,Aberdeen Auto Care,141 S. Philadelphia Boulevard,"Aberdeen, MD, 21001",Harford,SWP-Scrap Tire,2021/09/29,No ST License,Returned to Compliance,2021/09/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2822107,"141 S. Philadelphia Boulevard, Aberdeen, MD, 21001",39.5065742,-76.1644104,716
20506,Smith Island Incinerator,3780 Smith Island Rd,"Ewell, MD, 21824",Somerset,SWP-Refuse Disposal,2022/08/17,Open dumping.  Open fire.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2942172,"3780 Smith Island Rd, Ewell, MD, 21824",37.9886435,-76.0406113,717
11518,Home Depot #HD2584,6620 Reisterstown Rd,"Baltimore, MD, 21215",Baltimore City,SWP-Hazardous Waste,2025/01/21,Facility has no adequate aisle space to allow unobstructed personnel movements [COMAR 26.13.05.03F]\line\line,Returned to Compliance,2025/01/13,,"6620 Reisterstown Rd, Baltimore, MD, 21215",39.3577163,-76.706514,718
32326,Wal-Mart Store #01875,407 George Clauss Blvd.,"Severn, MD, 21144",Anne Arundel,SWP-Hazardous Waste,2025/02/27,Hazardous waste containers are not closed [COMAR 26.13.05.09D]\line\line,Returned to Compliance,2025/02/21,,"407 George Clauss Blvd., Severn, MD, 21144",,,719
163757,Spring Garden Farm,4900 Brookeville Rd,"Brookeville, MD, 20833",Montgomery,SWP-Natural Wood Waste,2022/03/04,"The NW property buffer to the adjacent property is not being maintained at a minimum of 50ft, as the curing mulch pile (was actively steaming) was 33-39feet at it’s toe to the fence line.","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2894719,"4900 Brookeville Rd, Brookeville, MD, 20833",39.1810772,-77.0620557,720
5810,"Citrus And Allied Essences, Ltd",4620 Mercedes Drive,"Belcamp, MD, 21017",Harford,SWP-Hazardous Waste,2025/08/14,Lamps on-site longer than one year,Returned to Compliance,2025/07/30,,"4620 Mercedes Drive, Belcamp, MD, 21017",39.4778058,-76.2275022,721
31240,113 N Kresson LLC - Razin Dog Roll-Off,"113 Kresson St, North","Baltimore City, MD, 21224",Baltimore City,SWP-Refuse Disposal,2023/02/21,Solid Waste Open Dumping,Returned to Compliance,2023/03/13,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2982680,"113 Kresson St, North, Baltimore City, MD, 21224",,,722
66649,Mid- Atlantic Organic Resource Company - Twin Maples Composting Facility,14130 Clarks Ln,"Ridgely, MD, 21660",Caroline,SWP-Composting,2022/07/13,"Feedstock with free liquid is not promptly mixed with drier feedstock, bulking agents, or compost so that the liquid is absorbed and is running off from the piles or windrows.",Returned to Compliance,2022/11/04,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2930294,"14130 Clarks Ln, Ridgely, MD, 21660",,,723
178913,D&H Demolition LLC,7502 W B and A Rd,"Glen Burnie, MD, 21061",Anne Arundel,SWP-Refuse Disposal,2023/11/08,"C&D Debris appears to be dumped along the hillside, scrap tires are stockpiled on the property, and solid waste is stored here before being transferred somewhere else.","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3130436,"7502 W B and A Rd, Glen Burnie, MD, 21061",,,724
180960,Honest Abiyoto Auto,122 E Washington St,"Hagerstown, MD, 21740",Washington,SWP-Scrap Tire,2024/03/01,No Scrap Tire License,Returned to Compliance,2024/11/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3132107,"122 E Washington St, Hagerstown, MD, 21740",39.640714,-77.7174128,725
101681,Walgreens #17522,238 McMechen St,"Baltimore City, MD, 21217",Baltimore City,SWP-Hazardous Waste,2024/03/28,Accumulation time began is not clearly marked and visible on containers [COMAR 26.13.03.05E(1)(e)]\line\line,Returned to Compliance,2024/05/03,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3246596,"238 McMechen St, Baltimore City, MD, 21217",,,726
723,Food and Drug Administration,"10903 New Hampshire Ave, WO62, Rm G103)","Silver Spring, MD, 20903",Montgomery,SWP-Hazardous Waste,2025/03/31,Generator had no employees' training record on file (current until facility closure and former for 3 years) [COMAR 26.13.05.02G(5)]\line\line,Returned to Compliance,2025/03/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3324867,"10903 New Hampshire Ave, WO62, Rm G103), Silver Spring, MD, 20903",,,727
4128,Plymouth Tube Company,2000 Industrial Pkwy,"Salisbury, MD, 21801",Wicomico,SWP-Hazardous Waste,2022/03/25,"Contingency plan implemented was not noted in facility  log and/or required notifications were not made [COMAR 26.13.05.04G(4, 10)]\line\line","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2869940,"2000 Industrial Pkwy, Salisbury, MD, 21801",38.39503,-75.58888,728
3034,"Galvco of Maryland, LLC, dba Baltimore Galvanizing",7110 Quad Ave,"Rosedale, MD, 21237",Baltimore,SWP-Hazardous Waste,2023/11/03,No determination made for aerosol can waste in 55 gallon drum.,Returned to Compliance,2024/01/23,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3105823,"7110 Quad Ave, Rosedale, MD, 21237",39.3056686,-76.5184466,729
169192,"RAPAFUSYN Research and Development, Inc","855 N Wolfe St, Ste 102","Baltimore City, MD, 21205",Baltimore City,SWP-Hazardous Waste,2023/09/25,Facility has no adequate aisle space to allow unobstructed personnel movements [COMAR 26.13.05.03F]\line\line,Returned to Compliance,2024/08/06,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3198768,"855 N Wolfe St, Ste 102, Baltimore City, MD, 21205",,,730
439,"Curtis Bay Energy, LP",3200 Hawkins Point Rd,"Baltimore, MD, 21226",Baltimore City,SWP-Refuse Disposal,2024/03/11,"Apparent runoff of surface water containing ash from the ash pad. Dark runoff observed from pad area to trench drain and curb inlet at facility exit. Facility stated the drains go to the retention pond on site.
Site Complaint SC-O-24-SW-029 is issued to the facility for inadequate litter (solid waste fines/ash) control; Refuse Disposal Permit 2022-WMI-0036 Part IV Section J:
""the entire site shall be policed daily or more often, as needed, to control litter""
and Part IV Section D:
""This facility shall be operated and maintained in such a manner as to prevent air, land or water pollution, public health hazards or nuisances""",Returned to Compliance,2024/07/29,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3118878,"3200 Hawkins Point Rd, Baltimore, MD, 21226",39.202803,-76.5559966,731
169401,McCormick and Company - McCormick Flavor Warehouse,"7001 Quad Ave, Ste A","Rosedale, MD, 21237",Baltimore,SWP-Hazardous Waste,2022/02/06,"Facility has no ""No Smoking"" sign conspicuously displayed where there is hazard for ignitable or reactive wastes  [COMAR 26.13.05.03G]\line\line",Returned to Compliance,2022/01/13,,"7001 Quad Ave, Ste A, Rosedale, MD, 21237",,,732
176424,Excel One Contracting,600 Crain Hwy,"Upper Marlboro, MD, 20774",Prince George's,SWP-Refuse Disposal,2022/09/20,Operating an open dump,"Ongoing, Referred to Enforcement",,,"600 Crain Hwy, Upper Marlboro, MD, 20774",38.8226489,-76.7358686,733
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2021/07/06,Waste not compacted to smallest size,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2786739,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,734
179456,"Wolff Tree & Landscape, LLC",3800 Franklinville Rd,"New Windsor, MD, 21776",Carroll,SWP-Natural Wood Waste,2024/02/12,No NWW Permit,Returned to Compliance,2024/02/12,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3105952,"3800 Franklinville Rd, New Windsor, MD, 21776",,,735
18757,"AA Recycle II LLC, dba Chesapeake Landscape Materials",8217 Baltimore-Annapolis Blvd.,"Pasadena, MD, 21122",Anne Arundel,SWP-Natural Wood Waste,2025/04/18,Acceptance of waste has not been halted despite the 200ft wide log pile.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3352106,"8217 Baltimore-Annapolis Blvd., Pasadena, MD, 21122",39.1194987,-76.5660694,736
10777,Flavor & Fragrance Specialties,"8800 Kelso Dr, Ste P","Essex, MD, 21221",Baltimore,SWP-Hazardous Waste,2022/07/18,"Facility has no ""No Smoking"" sign conspicuously displayed where there is hazard for ignitable or reactive wastes  [COMAR 26.13.05.03G]\line\line",Returned to Compliance,2022/07/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2944420,"8800 Kelso Dr, Ste P, Essex, MD, 21221",,,737
174067,"Maryland Land Holding, LLC",Rollins Ave,"Capitol Heights, MD, 20743",Prince George's,SWP-Refuse Disposal,2022/01/18,ST Open Dump,Returned to Compliance,2024/03/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2858081,"Rollins Ave, Capitol Heights, MD, 20743",38.8694628,-76.9042433,738
153509,Carter/Trappe,6317 Ocean Gateway,"Trappe, MD, 21673",Talbot,SWP-Scrap Tire,2023/04/17,ST Open dump,"Ongoing, Referred to Enforcement",1900/01/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3006586,"6317 Ocean Gateway, Trappe, MD, 21673",38.7212339,-76.0663569,739
4307,"University of Maryland, College Park","4200 Landscape Ln, Bldg 344","College Park, MD, 20742",Prince George's,SWP-Hazardous Waste,2022/10/12,Failure to notify the Department of any unresolved discrepancies,Returned to Compliance,2023/05/09,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2955522,"4200 Landscape Ln, Bldg 344, College Park, MD, 20742",,,740
169799,Mighty Tires,"8249 Waterford Rd, Ste G","Pasadena, MD, 21122",Anne Arundel,SWP-Scrap Tire,2021/10/26,Above ST Limits,"Ongoing, Referred to Enforcement",2023/06/08,,"8249 Waterford Rd, Ste G, Pasadena, MD, 21122",,,741
66649,Mid- Atlantic Organic Resource Company - Twin Maples Composting Facility,14130 Clarks Ln,"Ridgely, MD, 21660",Caroline,SWP-Composting,2024/03/14,"Compost in the curing building/Quonset hut is outside the required buffers w/in the building (side walls and outside the concrete floor, west side).",Returned to Compliance,2024/03/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3118787,"14130 Clarks Ln, Ridgely, MD, 21660",,,742
11163,Target Store 1045,11200 Reisterstown Rd,"Owings Mills, MD, 21117",Baltimore,SWP-Hazardous Waste,2021/11/30,Generator has not maintained records of the type and amount of introductory and continuing training as required [COMAR 26.13.05.02G(4)(c)]\line\line,Returned to Compliance,2021/10/29,,"11200 Reisterstown Rd, Owings Mills, MD, 21117",39.432847,-76.79916,743
10777,Flavor & Fragrance Specialties,"8800 Kelso Dr, Ste P","Essex, MD, 21221",Baltimore,SWP-Hazardous Waste,2022/07/18,There is no adequate containment system in place [COMAR 26.13.05.09H]\line\line,Returned to Compliance,2022/07/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2944420,"8800 Kelso Dr, Ste P, Essex, MD, 21221",,,744
175782,Television Tower Inc. (TTI),3723 Malden Ave,"Baltimore City, MD, 21211",Baltimore City,SWP-Hazardous Waste,2022/07/20,The Facility's contractor did not make the required hazardous waste determination,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2930457,"3723 Malden Ave, Baltimore City, MD, 21211",,,745
1763,"US DEPARTMENT OF AGRICULTURE, AGRICULTURAL RESEARCH SERV, BELTSVILLE RESEARCH CT","10300 Baltimore Ave, Bldg 312C","Beltsville, MD, 20705",Prince George's,SWP-Hazardous Waste,2022/09/08,Biennial report not submitted by applicable deadline [COMAR 26.13.03.06B(1)(b)]\line\line,Returned to Compliance,2022/08/23,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2943300,"10300 Baltimore Ave, Bldg 312C, Beltsville, MD, 20705",,,746
169192,"RAPAFUSYN Research and Development, Inc","855 N Wolfe St, Ste 102","Baltimore City, MD, 21205",Baltimore City,SWP-Hazardous Waste,2023/09/25,Manifests not retained for minimum 3 years [COMAR 26.13.03.06A(1)]\line\line,Returned to Compliance,2024/08/06,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3198768,"855 N Wolfe St, Ste 102, Baltimore City, MD, 21205",,,747
185344,"Henry F, and Katie S. Stoltzfus Property","Log Cabin Ln (Parcels 48 and 51), Red Hill Rd (Parcel 39)","Conowingo, MD, 21918",Cecil,SWP-Refuse Disposal,2025/02/24,Open dumping of building materials and other construction debris,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3281655,"Log Cabin Ln (Parcels 48 and 51), Red Hill Rd (Parcel 39), Conowingo, MD, 21918",,,748
11163,Target Store 1045,11200 Reisterstown Rd,"Owings Mills, MD, 21117",Baltimore,SWP-Hazardous Waste,2021/11/30,Violation,Returned to Compliance,2021/10/29,,"11200 Reisterstown Rd, Owings Mills, MD, 21117",39.432847,-76.79916,749
178962,David J Butler at John W and Pamela E Butler Property,325 Carters Mill Rd,"Elkton, MD, 21921",Cecil,SWP-Refuse Disposal,2024/04/23,SW and ST open dumping/ open burning.,Returned to Compliance,2025/10/09,,"325 Carters Mill Rd, Elkton, MD, 21921",,,750
10190,Northrop Grumman Systems Corp,"7040 Troy Hill Dr, Units 1A, 1B, 1C, 1D","Elkridge, MD, 21075",Howard,SWP-Hazardous Waste,2025/07/24,Accumulation time began is not clearly marked and visible on containers [COMAR 26.13.03.03-10A(3)],Returned to Compliance,2025/06/24,,"7040 Troy Hill Dr, Units 1A, 1B, 1C, 1D, Elkridge, MD, 21075",,,751
22050,"Cunningham Excavating, Inc",1451 Capitol Raceway Rd,"Crofton, MD, 21114",Anne Arundel,SWP-Refuse Disposal,2022/05/25,Cunningham landfill does not have a valid discharge permit from the Department.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3354439,"1451 Capitol Raceway Rd, Crofton, MD, 21114",39.0256897,-76.6925933,752
35474,Fleet Maintenance Brothers LLC,7704 Race Rd,"Jessup, MD, 20794",Anne Arundel,SWP-Scrap Tire,2023/07/18,No Scrap Tire License,Returned to Compliance,2024/03/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3042527,"7704 Race Rd, Jessup, MD, 20794",39.1465911,-76.757791,753
147840,Charlotte Hall Natural Wood Waste Recycling Facility,37308 Carpenter Ln,"Charlotte Hall, MD, 20622",St. Mary's,SWP-Natural Wood Waste,2023/06/29,No oxygen measurments or log.,Returned to Compliance,2025/02/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3091755,"37308 Carpenter Ln, Charlotte Hall, MD, 20622",,,754
1774,"Smithsonian Institute, Museum Support Center (MSC)",4210 Silver Hill Rd,"Suitland, MD, 20746",Prince George's,SWP-Hazardous Waste,2022/07/15,Accumulation time began is not clearly marked and visible on containers [COMAR 26.13.03.05E(1)(e)]\line\line,Returned to Compliance,2022/07/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2930441,"4210 Silver Hill Rd, Suitland, MD, 20746",38.842099,-76.9359633,755
29160,Muhammad Azam / SMO Inc Shell (formerly Big Daddys Shell-smo #426) (Castle Marina Shell),101 Castle Marina Rd,"Chester, MD, 21619",Queen Anne's,SWP-Scrap Tire,2025/08/15,Handling ~25 STs w/o lic.,Returned to Compliance,2025/09/09,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3352191,"101 Castle Marina Rd, Chester, MD, 21619",38.976409,-76.289922,756
723,Food and Drug Administration,"10903 New Hampshire Ave, WO62, Rm G103)","Silver Spring, MD, 20903",Montgomery,SWP-Hazardous Waste,2025/03/31,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2025/02/21,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3293714,"10903 New Hampshire Ave, WO62, Rm G103), Silver Spring, MD, 20903",,,757
92360,"Cahall Construction, LLC",24482 pinetown Rd,"Preston, MD, 21655",Caroline,SWP-Natural Wood Waste,2023/01/22,An emergency preparedness manual is not kept on site at all times,Returned to Compliance,2023/10/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2980273,"24482 pinetown Rd, Preston, MD, 21655",,,758
162,Luminis Health Doctors Community Medical Center,8118 Good Luck Rd,"Lanham, MD, 20706-3574",Prince George's,SWP-Hazardous Waste,2024/10/03,Container used for satellite accumulation not closed [COMAR 26.13.03.05E(3)(a)]\line\line,Returned to Compliance,2024/09/04,,"8118 Good Luck Rd, Lanham, MD, 20706-3574",38.9821971,-76.8655066,759
178,Montgomery College - Germantown,20200 Observation Dr,"Germantown, MD, 20876-4098",Montgomery,SWP-Hazardous Waste,2023/03/14,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2023/03/06,,"20200 Observation Dr, Germantown, MD, 20876-4098",39.197692,-77.254443,760
23243,Forty West Municipal Landfill,12630 Earth Care Rd,"Hagerstown, MD, 21740",Washington,SWP-Refuse Disposal,2024/06/18,"Leachate is discharged, recirculated, or treated on site without prior approval from MDE",Returned to Compliance,2025/01/31,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3156158,"12630 Earth Care Rd, Hagerstown, MD, 21740",,,761
178962,David J Butler at John W and Pamela E Butler Property,325 Carters Mill Rd,"Elkton, MD, 21921",Cecil,SWP-Refuse Disposal,2024/03/01,Open dumping of solid waste observed on site. Solid waste is dumped in a position to potentially pollute waters of the State.,Returned to Compliance,2025/10/09,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3117297,"325 Carters Mill Rd, Elkton, MD, 21921",,,762
147840,Charlotte Hall Natural Wood Waste Recycling Facility,37308 Carpenter Ln,"Charlotte Hall, MD, 20622",St. Mary's,SWP-Natural Wood Waste,2022/07/11,Permit also requires 20ft pile separations,Returned to Compliance,2023/12/15,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2955895,"37308 Carpenter Ln, Charlotte Hall, MD, 20622",,,763
23233,Foy's Salvage,24985 Harrington Rd,"Greensboro, MD, 21639",Caroline,SWP-Refuse Disposal,2022/03/10,SW Open Dump,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2882196,"24985 Harrington Rd, Greensboro, MD, 21639",38.9762164,-75.8384597,764
171106,Robert H Harper Property,5451 Chicamuxen Rd,"Indian Head, MD, 20640",Charles,SWP-Scrap Tire,2023/01/18,"A majority of the tires are commercial/heavy truck tires. There are two main piles, though a few tires are scattered separately nearby. One closer to the road, that has approx. 120 scrap tires partially hidden by vegetation and saplings. The second pile, that has approx. 20 scrap tires, is further from the road and is adjacent to an abandoned shed/pump house.","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3053213,"5451 Chicamuxen Rd, Indian Head, MD, 20640",,,765
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2021/07/06,Outbreaks not controlled,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2786739,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,766
11164,Target Store T1044,6111 Dobbin Rd,"Columbia, MD, 21045",Howard,SWP-Hazardous Waste,2021/07/07,Copy of contingency plan not sent to local or state agencies [COMAR 26.13.05.04D(2)]\line\line,Returned to Compliance,2021/06/25,,"6111 Dobbin Rd, Columbia, MD, 21045",,,767
36648,Howlin Land Clearing Debris Landfill & Outdoor Storage Yard,8580 Nursery Rd,"Lusby, MD, 20657",Calvert,SWP-Refuse Disposal,2023/07/09,Erosion and exposed waste in areas; final topography plan is not submitted,Returned to Compliance,2023/12/07,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3041983,"8580 Nursery Rd, Lusby, MD, 20657",,,768
489,Loyola University In Maryland,5104 York Rd,"Govans, MD, 21212",Baltimore City,SWP-Hazardous Waste,2022/07/16,Lid not closed.,Returned to Compliance,2022/06/22,,"5104 York Rd, Govans, MD, 21212",39.3510399,-76.6103085,769
183344,JV Baltimore Picasso LLC Property,343 South Woodyear Street,"Baltimore City, MD, 21223",Baltimore City,SWP-Scrap Tire,2024/07/15,Scrap tires are being stored in a shed which is falling apart and allowing tires to spill onto the street.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3187911,"343 South Woodyear Street, Baltimore City, MD, 21223",,,770
179344,Hanover Foods Corporation,23092 Peaviner Rd,"Ridgely, MD, 21660",Caroline,SWP-Refuse Disposal,2023/08/31,Solid waste open dumping,Returned to Compliance,2024/10/16,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3066027,"23092 Peaviner Rd, Ridgely, MD, 21660",38.9534964,-75.8949958,771
103050,Bay Town Painting Inc.,137 Stahl Point Rd,"Curtis Bay, MD, 21226",Anne Arundel,SWP-Hazardous Waste,2023/03/14,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2023/05/17,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3030415,"137 Stahl Point Rd, Curtis Bay, MD, 21226",,,772
1882,BGE - Spring Gardens,1699 Leadenhall Street,"Baltimore, MD, 21230-4855",Baltimore City,SWP-Hazardous Waste,2025/06/06,"Satellite accumulation containers are not marked ""Hazardous Waste"" or name of content [COMAR 26.13.03.05E(3)(b)]\line\line",Returned to Compliance,2025/05/28,,"1699 Leadenhall Street, Baltimore, MD, 21230-4855",39.2732643,-76.6200702,773
177701,Oakville Convenience Center,26630 N Sandgate Rd,"Mechanicsville, MD, 20659",St. Mary's,SWP-Refuse Disposal,2023/02/27,Solid Waste Open Dumping,Returned to Compliance,2023/03/07,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2992957,"26630 N Sandgate Rd, Mechanicsville, MD, 20659",,,774
11264,Target Store 1001,5230 Campbell Blvd,"Nottingham, MD, 21236",Baltimore,SWP-Hazardous Waste,2021/09/10,Batteries being held for over a year,Returned to Compliance,2024/01/25,,"5230 Campbell Blvd, Nottingham, MD, 21236",39.3709219,-76.4513775,775
154000,"Towson Luxury Imports, LLC (BMW of Bel Air)",716 Belair Rd,"Bel Air, MD, 21014",Harford,SWP-Scrap Tire,2022/03/10,No ST License,Returned to Compliance,2024/09/16,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2882235,"716 Belair Rd, Bel Air, MD, 21014",39.5224274,-76.3595366,776
